Building Types,City,District,Route Number,Population_BT,Population_L,CF_BT,CF_L,WG_B,WG_L,AQI_BT,AQI_L,RF_BT,RF_L,TOTAL CF,TOTAL WG,TOTAL AQI,TOTAL RF
University,Huntington Park,7.000000,110.000000,37808.000000,59362.000000,189.040000,296.810000,29868.320000,46895.980000,101.000000,142.000000,190.000000,169423.913000,485.850000,76764.300000,243.000000,169613.913000
Hospital,Huntington Park,7.000000,110.000000,2969.000000,59362.000000,14.845000,296.810000,2345.510000,46895.980000,101.000000,142.000000,122.000000,169423.913000,311.655000,49241.490000,243.000000,169545.913000
Mall,Huntington Park,7.000000,110.000000,9182.000000,59362.000000,45.910000,296.810000,7253.780000,46895.980000,101.000000,142.000000,288.000000,169423.913000,342.720000,54149.760000,243.000000,169711.913000
Small Office,"El Monte, CA",7.000000,10.000000,194.000000,116631.000000,0.970000,583.155000,153.260000,92138.490000,75.500000,142.000000,32.000000,225827.586200,584.125000,92291.750000,217.500000,225859.586200
Medium Office,"El Monte, CA",7.000000,10.000000,5131.000000,116631.000000,25.655000,583.155000,4053.490000,92138.490000,75.500000,142.000000,60.000000,225827.586200,608.810000,96191.980000,217.500000,225887.586200
Large Office,"El Monte, CA",7.000000,10.000000,9893.000000,116631.000000,49.465000,583.155000,7815.470000,92138.490000,75.500000,142.000000,62.000000,225827.586200,632.620000,99953.960000,217.500000,225889.586200
Primary School,"El Monte, CA",7.000000,10.000000,9245.000000,116631.000000,46.225000,583.155000,7303.550000,92138.490000,75.500000,142.000000,24.000000,225827.586200,629.380000,99442.040000,217.500000,225851.586200
Secondary School,"El Monte, CA",7.000000,10.000000,17574.000000,116631.000000,87.870000,583.155000,13883.460000,92138.490000,75.500000,142.000000,66.000000,225827.586200,671.025000,106021.950000,217.500000,225893.586200
University,"El Monte, CA",7.000000,10.000000,37808.000000,116631.000000,189.040000,583.155000,29868.320000,92138.490000,101.000000,142.000000,190.000000,225827.586200,772.195000,122006.810000,243.000000,226017.586200
Hospital,"El Monte, CA",7.000000,10.000000,2969.000000,116631.000000,14.845000,583.155000,2345.510000,92138.490000,101.000000,142.000000,122.000000,225827.586200,598.000000,94484.000000,243.000000,225949.586200
Mall,"El Monte, CA",7.000000,10.000000,9182.000000,116631.000000,45.910000,583.155000,7253.780000,92138.490000,101.000000,142.000000,288.000000,225827.586200,629.065000,99392.270000,243.000000,226115.586200
Small Office,"Gardena, CA",7.000000,91.000000,194.000000,60395.000000,0.970000,301.975000,153.260000,47712.050000,75.500000,134.000000,32.000000,217095.238100,302.945000,47865.310000,209.500000,217127.238100
Medium Office,"Gardena, CA",7.000000,91.000000,5131.000000,60395.000000,25.655000,301.975000,4053.490000,47712.050000,75.500000,134.000000,60.000000,217095.238100,327.630000,51765.540000,209.500000,217155.238100
Large Office,"Gardena, CA",7.000000,91.000000,9893.000000,60395.000000,49.465000,301.975000,7815.470000,47712.050000,75.500000,134.000000,62.000000,217095.238100,351.440000,55527.520000,209.500000,217157.238100
Primary School,"Gardena, CA",7.000000,91.000000,9245.000000,60395.000000,46.225000,301.975000,7303.550000,47712.050000,75.500000,134.000000,24.000000,217095.238100,348.200000,55015.600000,209.500000,217119.238100
Secondary School,"Gardena, CA",7.000000,91.000000,17574.000000,60395.000000,87.870000,301.975000,13883.460000,47712.050000,75.500000,134.000000,66.000000,217095.238100,389.845000,61595.510000,209.500000,217161.238100
University,"Gardena, CA",7.000000,91.000000,37808.000000,60395.000000,189.040000,301.975000,29868.320000,47712.050000,101.000000,134.000000,190.000000,217095.238100,491.015000,77580.370000,235.000000,217285.238100
Hospital,"Gardena, CA",7.000000,91.000000,2969.000000,60395.000000,14.845000,301.975000,2345.510000,47712.050000,101.000000,134.000000,122.000000,217095.238100,316.820000,50057.560000,235.000000,217217.238100
Mall,"Gardena, CA",7.000000,91.000000,9182.000000,60395.000000,45.910000,301.975000,7253.780000,47712.050000,101.000000,134.000000,288.000000,217095.238100,347.885000,54965.830000,235.000000,217383.238100
Small Office,"Glendale, CA",7.000000,134.000000,194.000000,200167.000000,0.970000,1000.835000,153.260000,158131.930000,75.500000,138.000000,32.000000,8207.894737,1001.805000,158285.190000,213.500000,8239.894737
Medium Office,"Glendale, CA",7.000000,134.000000,5131.000000,200167.000000,25.655000,1000.835000,4053.490000,158131.930000,75.500000,138.000000,60.000000,8207.894737,1026.490000,162185.420000,213.500000,8267.894737
Large Office,"Glendale, CA",7.000000,134.000000,9893.000000,200167.000000,49.465000,1000.835000,7815.470000,158131.930000,75.500000,138.000000,62.000000,8207.894737,1050.300000,165947.400000,213.500000,8269.894737
Primary School,"Glendale, CA",7.000000,134.000000,9245.000000,200167.000000,46.225000,1000.835000,7303.550000,158131.930000,75.500000,138.000000,24.000000,8207.894737,1047.060000,165435.480000,213.500000,8231.894737
Secondary School,"Glendale, CA",7.000000,134.000000,17574.000000,200167.000000,87.870000,1000.835000,13883.460000,158131.930000,75.500000,138.000000,66.000000,8207.894737,1088.705000,172015.390000,213.500000,8273.894737
University,"Glendale, CA",7.000000,134.000000,37808.000000,200167.000000,189.040000,1000.835000,29868.320000,158131.930000,101.000000,138.000000,190.000000,8207.894737,1189.875000,188000.250000,239.000000,8397.894737
Hospital,"Glendale, CA",7.000000,134.000000,2969.000000,200167.000000,14.845000,1000.835000,2345.510000,158131.930000,101.000000,138.000000,122.000000,8207.894737,1015.680000,160477.440000,239.000000,8329.894737
Mall,"Glendale, CA",7.000000,134.000000,9182.000000,200167.000000,45.910000,1000.835000,7253.780000,158131.930000,101.000000,138.000000,288.000000,8207.894737,1046.745000,165385.710000,239.000000,8495.894737
Small Office,"Glendora, CA",7.000000,210.000000,194.000000,51442.000000,0.970000,257.210000,153.260000,40639.180000,75.500000,143.000000,32.000000,171244.898000,258.180000,40792.440000,218.500000,171276.898000
Medium Office,"Glendora, CA",7.000000,210.000000,5131.000000,51442.000000,25.655000,257.210000,4053.490000,40639.180000,75.500000,143.000000,60.000000,171244.898000,282.865000,44692.670000,218.500000,171304.898000
Large Office,"Glendora, CA",7.000000,210.000000,9893.000000,51442.000000,49.465000,257.210000,7815.470000,40639.180000,75.500000,143.000000,62.000000,171244.898000,306.675000,48454.650000,218.500000,171306.898000
Primary School,"Glendora, CA",7.000000,210.000000,9245.000000,51442.000000,46.225000,257.210000,7303.550000,40639.180000,75.500000,143.000000,24.000000,171244.898000,303.435000,47942.730000,218.500000,171268.898000
Secondary School,"Glendora, CA",7.000000,210.000000,17574.000000,51442.000000,87.870000,257.210000,13883.460000,40639.180000,75.500000,143.000000,66.000000,171244.898000,345.080000,54522.640000,218.500000,171310.898000
University,"Glendora, CA",7.000000,210.000000,37808.000000,51442.000000,189.040000,257.210000,29868.320000,40639.180000,101.000000,143.000000,190.000000,171244.898000,446.250000,70507.500000,244.000000,171434.898000
Hospital,"Glendora, CA",7.000000,210.000000,2969.000000,51442.000000,14.845000,257.210000,2345.510000,40639.180000,101.000000,143.000000,122.000000,171244.898000,272.055000,42984.690000,244.000000,171366.898000
Mall,"Glendora, CA",7.000000,210.000000,9182.000000,51442.000000,45.910000,257.210000,7253.780000,40639.180000,101.000000,143.000000,288.000000,171244.898000,303.120000,47892.960000,244.000000,171532.898000
